Seed	Size	Fitness	Members
YIL075C	28	0.815741955	YHR027C,YOR117W,YDR363W-A,YKL145W,YOR259C,YFR010W,YPR108W,YLR421C,YOR261C,YDL097C,YFR052W,YDR427W,YDR394W,YGR232W,YGL048C,YER021W,YDL007W,YHR200W,YDL147W,YHL030W,YFR004W,YBR080C,YER162C,YOL072W,YDR159W,YPR045C,YMR276W
YIL076W	10	0.524331605	YNL287W,YDR238C,YPL010W,YFR051C,YDL145C,YGL137W,YER122C,YDL192W,YDL137W
YIL079C	5	0.315892553	YJL050W,YOL115W,YDL175C,YNL299W
YIL084C	14	0.691169763	YAL013W,YKL185W,YNL097C,YPL181W,YMR263W,YBR095C,YPL139C,YDR207C,YOL004W,YNL330C,YMR075W,YJR094C,YMR176W
YIL093C	30	0.907584493	YDR337W,YDR041W,YER050C,YDR175C,YGR215W,YNL081C,YPR166C,YPL013C,YMR188C,YPL118W,YMR158W,YKL003C,YGR165W,YOR158W,YJR101W,YGR084C,YDR347W,YGL129C,YBL090W,YBR146W,YNL306W,YNL137C,YHL004W,YJR113C,YNR037C,YBR251W,YDL045W-A,YKL155C,Q0140
YIL095W	7	0.126767512	YNL084C,YNL020C,YIR006C,YGR241C,YNL243W,YBL007C
YIL097W	7	0.790128007	YDR255C,YGL227W,YIL017C,YMR135C,YCL039W,YBR105C
YIL105C	8	0.372322292	YOL078W,YNL047C,YKL203C,YMR068W,YJL058C,YER093C,YNL006W
YIL106W	4	0.056267387	YGR092W,YFL034C-B,YNL161W
YIL111W	2	0.009681494	YNL052W
YIL112W	9	0.597535519	YKR029C,YDR155C,YGL194C,YBR103W,YCR033W,YOL068C,YDR310C,YOR279C
YIL113W	5	0.375824982	YFR028C,YBR276C,YIR026C,YNL053W
YIL115C	3	0.355004231	YDL207W,YJL061W
YIL118W	22	0.839120845	YGR152C,YER031C,YGL210W,YFL038C,YFL005W,YCR027C,YKR014C,YKR055W,YLR229C,YLR262C,YLR293C,YML001W,YML064C,YNL090W,YNL093W,YNL098C,YNL180C,YNL304W,YOR089C,YOR101W,YPR165W
YIL123W	4	1	YJL116C,YKR042W,YNL066W
YIL126W	19	0.62966426	YGR056W,YLR357W,YKR008W,YLR033W,YCR020W-B,YHR056C,YCR052W,YDR303C,YFR037C,YLR321C,YMR091C,YML127W,YBL006C,YGR275W,YPR034W,YMR033W,YGR270W,YLR399C
YIL131C	9	0.175777427	YNL068C,YHR115C,YNL116W,YLR016C,YLR183C,YDR200C,YCR065W,YDR501W
YIL138C	2	1	YNL079C
YIL140W	2	1	YGR221C
YIL143C	11	0.666445816	YDR311W,YER171W,YLR005W,YPR056W,YPL122C,YDL108W,YDR460W,YDR079C-A,YPR025C,YGR258C
YIL144W	4	0.482318178	YMR117C,YER018C,YOL069W
YIL148W	22	0.930997652	YDL130W,YDL081C,YDR382W,YKR094C,YDR418W,YDL075W,YEL054C,YDL191W,YGR085C,YDL136W,YGL030W,YLR075W,YLR340W,YLR406C,YLR448W,YML073C,YOL039W,YOL127W,YOR063W,YPL131W,YPR102C
YIL149C	2	0.014066308	YKR095W
YIL153W	4	0.307449515	YMR028W,YDL047W,YPL152W
YIL156W	12	0.122394517	YDR069C,YER151C,YMR304W,YNL186W,YPL072W,YOR124C,YBR058C,YER144C,YFR005C,YER098W,YDL122W
YIR002C	37	0.546822435	YIL143C,YGL251C,YJL050W,YLR398C,YKL078W,YMR128W,YKR024C,YOR304W,YKR059W,YNR038W,YOR046C,YOR204W,YNL112W,YJL138C,YLR276C,YLL008W,YLR032W,YJR035W,YPL082C,YMR190C,YOR191W,YDL031W,YBR245C,YBR142W,YFL002C,YBR114W,YGL078C,YDL084W,YGL064C,YGL120C,YAL019W,YGL171W,YBR073W,YGL163C,YHR169W,YFR038W
YIR005W	3	0.167397916	YLR016C,YGL174W
YIR006C	5	0.183910295	YNL084C,YBL007C,YGR241C,YNL243W
YIR008C	4	0.601870191	YNL102W,YBL035C,YKL045W
YIR009W	11	0.334515964	YNL286W,YDL030W,YPL213W,YOR319W,YMR288W,YMR240C,YML049C,YJL203W,YIR005W,YPR094W
YIR010W	4	0.245464414	YAL034W-A,YPL233W,YJR112W
YIR012W	14	0.186237777	YPR102C,YOL127W,YPL131W,YOR063W,YLR075W,YHR197W,YER006W,YGL030W,YDL136W,YNR053C,YDL191W,YGR085C,YEL054C
YIR017C	5	0.32054073	YPL038W,YJR060W,YDR253C,YFL031W
YIR018W	6	0.725464842	YDR423C,YEL009C,YML007W,YIL036W,YOR028C
YIR022W	3	1	YJR010C-A,YML055W
YIR025W	14	0.898276443	YKL022C,YFR036W,YDL008W,YNL172W,YDR260C,YDR118W,YBL084C,YHR166C,YLR127C,YGL240W,YLR102C,YOR249C,YGL003C
YIR026C	5	0.039859542	YFR028C,YNL053W,YIL113W,YBR276C
YIR033W	8	0.355017702	YKL020C,YER111C,YDR264C,YDL019C,YAR042W,YOR034C,YLR182W
YIR037W	2	1	YBR244W
YJL001W	14	0.774283735	YFR050C,YML092C,YER094C,YMR314W,YOL038W,YBL041W,YOR362C,YOR157C,YGR135W,YGL011C,YGR253C,YPR103W,YER012W
YJL002C	9	0.998698979	YGL226C-A,YML019W,YMR149W,YOR085W,YOR103C,YDL232W,YGL022W,YEL002C
YJL005W	3	0.119450379	YNL138W,YCL032W
YJL006C	3	0.129552558	YKL139W,YML112W
YJL010C	6	0.099451168	YJR091C,YPR042C,YGL014W,YGL178W,YLL013C
YJL011C	30	0.826114997	YKR025W,YDR045C,YOR207C,YOR116C,YPR190C,YKL144C,YNL151C,YNR003C,YDL150W,YNL113W,YPR110C,YOR210W,YOR224C,YPR187W,YBR154C,YHR143W-A,YJL140W,YPR010C,YDR404C,YGL070C,YOR341W,YIL021W,YOR340C,YOR151C,YJL148W,YNL248C,YJR063W,YDR156W,YOL005C
YJL012C	4	0.603361617	YER072W,YPL019C,YFL004W
YJL013C	4	0.203557836	YOR026W,YJL030W,YGL086W
YJL014W	5	0.763301938	YJL111W,YJR064W,YDR212W,YLR259C
YJL020C	22	0.449945613	YHR016C,YFR024C-A,YKL129C,YMR109W,YER114C,YHR114W,YBL007C,YLR310C,YPR154W,YBL085W,YCR088W,YDR388W,YBR200W,YDR162C,YAR014C,YHL002W,YER118C,YCR009C,YIR006C,YLR337C,YNL084C
YJL024C	4	0.42173975	YBR288C,YGR261C,YPL195W
YJL025W	3	1	YBL014C,YML043C
YJL029C	4	0.795558959	YKR020W,YDR484W,YDR027C
YJL030W	3	0.202793855	YJL013C,YGL086W
YJL031C	2	0.210360021	YPR176C
YJL034W	7	0.211271712	YDR057W,YLR207W,YML029W,YDR411C,YOL013C,YBR201W
YJL036W	5	0.207138353	YDL113C,YDR425W,YMR004W,YOR357C
YJL041W	4	0.300614861	YGR119C,YGL172W,YFR002W
YJL044C	10	0.77421289	YFL027C,YGR100W,YDL234C,YMR055C,YMR192W,YNL293W,YOL112W,YOR070C,YPL249C
YJL047C	13	0.430056797	YDL132W,YGR003W,YJR090C,YOR057W,YDR328C,YDR054C,YFL009W,YOL133W,YML088W,YJL149W,YOR080W,YLR368W
YJL048C	6	0.536222486	YBL058W,YDR330W,YBR273C,YML013W,YMR067C
YJL050W	5	0.316810235	YOL115W,YDL175C,YIL079C,YNL299W
YJL052W	3	0.373935269	YGR192C,YJR009C
YJL053W	5	0.619418077	YOR132W,YOR069W,YJL154C,YHR012W
YJL056C	8	0.831257063	YNL027W,YGL035C,YGL209W,YDR096W,YBR066C,YMR037C,YDR043C
YJL058C	8	0.632819894	YOL078W,YMR068W,YER093C,YNL047C,YKL203C,YIL105C,YNL006W
YJL061W	3	0.380004072	YDL207W,YIL115C
YJL063C	42	0.981510112	YDR237W,YBR122C,YDR322W,YBL038W,YDR462W,YCR071C,YDR405W,YBR282W,YDR115W,YDR116C,YDL202W,YGR076C,YHR147C,YCR003W,YGL068W,YBR268W,YCR046C,YJL096W,YKL138C,YKL167C,YKL170W,YKR006C,YKR085C,YLR312W-A,YLR439W,YML009C,YML025C,YMR024W,YMR193W,YMR225C,YMR286W,YNL005C,YNL177C,YNL185C,YNL252C,YNL284C,YNR022C,YOR150W,YPL173W,YPL183W-A,YPR100W
YJL065C	7	0.2495516	YOR304W,YGL133W,YDR121W,YBR278W,YNL262W,YPR175W
YJL069C	7	0.142392149	YLR222C,YLR129W,YLR409C,YCR057C,YDR449C,YDR398W
YJL072C	4	0.227330042	YOL146W,YDR013W,YDR489W
YJL073W	11	0.449513324	YNL064C,YNL007C,YGR285C,YNL227C,YNL328C,YMR161W,YMR214W,YFL016C,YGL018C,YHR064C
YJL074C	7	0.537988997	YFL008W,YPR007C,YIL026C,YDL003W,YDR180W,YER147C
YJL076W	6	0.202568986	YFR028C,YDL042C,YKR010C,YDR227W,YLR442C
YJL080C	4	0.012308583	YLR116W,YBL032W,YNL210W
YJL081C	28	0.759306134	YFL039C,YGR002C,YDR190C,YNL107W,YPL235W,YFL013C,YDL002C,YDR485C,YBR231C,YEL018W,YAL011W,YHR090C,YDR359C,YDR334W,YLR085C,YGL150C,YFL024C,YNL059C,YOR141C,YOR244W,YNL136W,YLR385C,YML041C,YLR052W,YOR189W,YPR023C,YJR082C
YJL085W	8	0.656738142	YBR102C,YIL068C,YER008C,YLR166C,YDR166C,YPR055W,YGL233W
YJL090C	2	0.071278274	YKL108W
YJL095W	84	0.826169772	YDR490C,YDL159W,YNL298W,YLR362W,YOR061W,YNL161W,YLR096W,YPL204W,YPL209C,YKL166C,YKL139W,YJL164C,YPL203W,YPL031C,YPR161C,YOL016C,YOL045W,YOL128C,YJR059W,YPL026C,YLR248W,YJL141C,YNL154C,YJL165C,YKL171W,YPR054W,YNR031C,YOR267C,YMR216C,YOR233W,YNL307C,YKL048C,YMR139W,YNL020C,YKL101W,YPL153C,YJL187C,YMR001C,YLR113W,YJL128C,YOL113W,YBL016W,YHR205W,YOR231W,YDR122W,YPL140C,YGR040W,YHR030C,YGL158W,YER129W,YDL101C,YDR477W,YAR019C,YGR092W,YDR507C,YIL035C,YGR188C,YBR097W,YHR102W,YBR160W,YCL024W,YGL180W,YIL095W,YBL105C,YHL007C,YHR135C,YDR283C,YDL017W,YBR059C,YDL028C,YHR079C,YCR008W,YHR082C,YER123W,YFL033C,YBR274W,YAL017W,YGR052W,YFL029C,YAR018C,YFR014C,YDR247W,YDR309C
YJL096W	42	0.970052311	YDR237W,YBR122C,YDR322W,YBL038W,YDR462W,YCR071C,YDR405W,YBR282W,YLR312W-A,YPR100W,YNL185C,YMR286W,YNL177C,YKL138C,YOR150W,YPL183W-A,YKL170W,YMR193W,YMR225C,YKR085C,YNR022C,YML009C,YKL167C,YMR024W,YML025C,YKR006C,YPL173W,YLR439W,YNL252C,YNL284C,YNL005C,YGR076C,YHR147C,YDR115W,YDR116C,YDL202W,YCR003W,YJL063C,YGL068W,YBR268W,YCR046C
YJL098W	5	0.378067636	YDL047W,YKR028W,YFR040W,YGL229C
YJL099W	7	0.442030841	YKR027W,YOR299W,YMR237W,YLR330W,YDL192W,YDL137W
YJL102W	12	0.496322992	YDR385W,YLR069C,YOR133W,YDR172W,YAL035W,YOR187W,YPR080W,YKR084C,YPL217C,YOL023W,YOR076C
YJL104W	9	0.635599255	YLR008C,YNR017W,YIL022W,YPL063W,YGR033C,YJL143W,YOR232W,YKR065C
YJL109C	8	0.269960119	YEL055C,YGR128C,YDR324C,YPL126W,YMR093W,YHR196W,YDR398W
YJL110C	3	0.496481633	YER040W,YKR034W
YJL111W	5	0.759998728	YDR212W,YJR064W,YJL014W,YLR259C
YJL112W	64	0.444226779	YLR055C,YLR129W,YMR116C,YOR272W,YMR131C,YNL253W,YPR178W,YLR208W,YNL317W,YMR093W,YPL126W,YKL018W,YLR222C,YLR409C,YPL139C,YNL182C,YOR026W,YOR212W,YNL006W,YOR229W,YOR230W,YOR269W,YKL021C,YPL100W,YLR429W,YMR092C,YLR196W,YLL011W,YPL151C,YKL213C,YMR049C,YJL069C,YER082C,YAR003W,YDR324C,YBR175W,YCR057C,YDR267C,YGL137W,YFR021W,YDL145C,YGL100W,YCL039W,YKR036C,YCR084C,YIL046W,YFL009W,YBR103W,YBL008W,YGL213C,YBR234C,YGR200C,YCR072C,YGL190C,YIR012W,YDR080W,YEL056W,YER107C,YDR364C,YGL004C,YGR225W,YDR165W,YDR488C
YJL115W	2	0.037055768	YPL153C
YJL116C	4	1	YIL123W,YKR042W,YNL066W
YJL124C	17	0.483789263	YJR022W,YNL147W,YLR438C-A,YPR178W,YOR308C,YPR082C,YKL173W,YER146W,YBL026W,YER112W,YDR378C,YDR473C,YGR091W,YBR055C,YBR152W,YDL098C
YJL127C	6	0.051285783	YGR252W,YHR013C,YDR071C,YPL086C,YPR131C
YJL128C	85	0.83280094	YDR490C,YDL159W,YJL095W,YLR362W,YBL016W,YHR030C,YHR205W,YDR122W,YGR040W,YNL298W,YGL158W,YOR061W,YER129W,YNL161W,YLR096W,YPL031C,YKL166C,YJL164C,YPL204W,YPL203W,YKL139W,YPL209C,YPR161C,YOL128C,YKL171W,YPL026C,YNL154C,YJL141C,YLR248W,YNR031C,YOL016C,YPR054W,YOL045W,YOR233W,YJR059W,YJL165C,YOR267C,YMR216C,YNL307C,YNL020C,YJL187C,YKL048C,YMR139W,YMR001C,YKL101W,YPL153C,YOR231W,YPL140C,YOL113W,YDL101C,YLR113W,YDR477W,YAR019C,YGR092W,YDR507C,YIL035C,YGR188C,YBR097W,YHR102W,YBR160W,YCL024W,YGL180W,YIL095W,YBL105C,YHL007C,YHR135C,YDR283C,YDL017W,YBR059C,YDL028C,YHR079C,YCR008W,YHR082C,YER123W,YFL033C,YBR274W,YAL017W,YGR052W,YFL029C,YAR018C,YFR014C,YDR247W,YDR103W,YDR309C
YJL134W	3	1	YDR072C,YKL004W
YJL136C	46	0.954868287	YGL189C,YGR214W,YGL123W,YER131W,YGR118W,YKR057W,YBR181C,YHL015W,YBR048W,YER074W,YCR031C,YER102W,YDR025W,YBL072C,YBR189W,YDR064W,YDR447C,YIL069C,YDR450W,YDL083C,YJL191W,YJR123W,YKL156W,YHR021C,YLR048W,YLR167W,YLR264W,YLR441C,YML024W,YML026C,YML063W,YMR116C,YMR143W,YMR230W,YNL096C,YNL178W,YNL302C,YOL040C,YOL121C,YOR096W,YOR167C,YOR293W,YPL081W,YPL090C,YPR132W
YJL138C	4	0.140135642	YKR059W,YOL139C,YGR162W
YJL140W	12	0.286008981	YGL070C,YDR404C,YOR151C,YOL005C,YIL021W,YBR154C,YGL043W,YGR063C,YGR186W,YGR005C,YML010W
YJL141C	7	0.122775094	YKL166C,YJL164C,YPL203W,YDR490C,YGR086C,YPL004C
YJL143W	9	0.635599255	YNR017W,YGR033C,YPL063W,YLR008C,YJL104W,YIL022W,YOR232W,YKR065C
YJL148W	33	0.917715218	YDR156W,YOR340C,YPR010C,YOR341W,YJR063W,YNL248C,YNL113W,YPR110C,YOR224C,YOR210W,YPR187W,YBR154C,YHR143W-A,YOR207C,YOR116C,YOR151C,YDR404C,YGL070C,YJL140W,YGR063C,YDL150W,YIL021W,YKL144C,YGR005C,YJL011C,YNL151C,YKR025W,YNR003C,YPR190C,YDR045C,YGL043W,YOL005C
YJL149W	12	0.436801795	YOR057W,YJR090C,YOL133W,YOR080W,YML088W,YLR368W,YDR219C,YDR054C,YDL132W,YDR328C,YJL047C
YJL154C	5	0.619418077	YOR132W,YOR069W,YHR012W,YJL053W
YJL155C	2	1	YKL152C
YJL157C	4	0.119817534	YAL041W,YJR086W,YHR005C
YJL159W	4	1	YKL096W,YKL096W-A,YKL164C
YJL164C	58	0.464315673	YKL166C,YPL203W,YJL141C,YDR490C,YPR054W,YOL045W,YJL165C,YJR059W,YMR216C,YNL307C,YJL187C,YOR267C,YKL101W,YMR001C,YLR113W,YDL159W,YJL095W,YBL016W,YHR030C,YHR205W,YDR122W,YGR040W,YGL158W,YER129W,YJL128C,YDL101C,YDR477W,YAR019C,YGR092W,YDR507C,YIL035C,YGR188C,YBR097W,YHR102W,YBR160W,YCL024W,YGL180W,YIL095W,YBL105C,YHL007C,YHR135C,YDR283C,YBR059C,YDL017W,YDL028C,YHR079C,YCR008W,YHR082C,YER123W,YFL033C,YBR274W,YAL017W,YGR052W,YFL029C,YAR018C,YFR014C,YDR247W
YJL165C	84	0.828378581	YJL141C,YJL164C,YDR490C,YDL159W,YJL095W,YBL016W,YHR030C,YHR205W,YDR122W,YGR040W,YGL158W,YER129W,YJL128C,YDL101C,YDR477W,YAR019C,YGR092W,YDR507C,YIL035C,YGR188C,YBR097W,YHR102W,YBR160W,YCL024W,YGL180W,YIL095W,YBL105C,YHL007C,YHR135C,YDR283C,YDL017W,YDL108W,YBR059C,YDL028C,YOR061W,YHR079C,YLR362W,YOL113W,YPL031C,YNL298W,YKL166C,YPL153C,YNL161W,YPL203W,YKL139W,YLR096W,YPR161C,YPL209C,YOL128C,YNL154C,YPL026C,YKL048C,YLR248W,YNR031C,YOL016C,YOL045W,YPR054W,YKL171W,YOR233W,YMR139W,YPL140C,YKL101W,YOR231W,YNL020C,YMR001C,YLR113W,YJL187C,YNL307C,YCR008W,YOR267C,YJR059W,YPL204W,YMR216C,YHR082C,YER123W,YFL033C,YBR274W,YAL017W,YGR052W,YFL029C,YAR018C,YFR014C,YDR247W
YJL166W	10	0.729496984	YDR529C,YFR033C,YPR191W,Q0105,YEL024W,YHR001W-A,YBL045C,YGR183C,YNR018W
YJL168C	3	0.018023327	YHR119W,YKR029C
YJL173C	3	0.234325986	YNL312W,YAR007C
YJL176C	11	0.337628629	YDR073W,YBR289W,YHL025W,YOR290C,YNR023W,YFL049W,YPL016W,YPR034W,YMR033W,YGR275W
YJL183W	5	0.922712691	YDR245W,YEL036C,YJR075W,YPL050C
YJL184W	5	0.975955793	YML036W,YKR038C,YKR095W-A,YGR262C
YJL187C	83	0.83023333	YJL141C,YJL164C,YDR490C,YLR096W,YDL159W,YJL095W,YBL016W,YHR030C,YHR205W,YPL204W,YOR061W,YPL153C,YNL161W,YOL113W,YNL298W,YLR362W,YPL209C,YKL139W,YKL166C,YPL203W,YPR161C,YPL031C,YPL026C,YKL171W,YNR031C,YOL016C,YOL045W,YNL154C,YOL128C,YPR054W,YLR248W,YJR059W,YNL020C,YKL048C,YMR216C,YOR267C,YMR139W,YLR113W,YPL140C,YOR231W,YKL101W,YNL307C,YOR233W,YMR001C,YGR040W,YGL158W,YER129W,YJL128C,YDL101C,YDR122W,YDR477W,YAR019C,YGR092W,YDR507C,YIL035C,YGR188C,YBR097W,YHR102W,YCL024W,YBR160W,YGL180W,YIL095W,YBL105C,YHL007C,YHR135C,YDR283C,YDL017W,YBR059C,YDL028C,YHR079C,YJL165C,YCR008W,YHR082C,YER123W,YFL033C,YBR274W,YAL017W,YGR052W,YFL029C,YAR018C,YFR014C,YDR247W
YJL191W	47	0.954573155	YGL189C,YGR214W,YGL123W,YCR031C,YER131W,YGR118W,YBR181C,YLR048W,YNL096C,YML063W,YNL302C,YLR167W,YOR293W,YOR167C,YLR264W,YPR132W,YKL156W,YMR230W,YML026C,YOL121C,YPL081W,YMR143W,YML024W,YMR116C,YJR123W,YHL015W,YPL090C,YKR057W,YLR441C,YOR096W,YOL040C,YNL178W,YBR048W,YER074W,YER102W,YDR025W,YBL072C,YBR189W,YDR064W,YDR447C,YIL069C,YDR450W,YDL083C,YHR021C,YJL136C,YOR119C
YJL194W	7	0.574952062	YNL261W,YML065W,YPR162C,YLL004W,YHR118C,YBR060C
YJL201W	9	0.535221472	YER155C,YFL047W,YPL115C,YDR379W,YOR127W,YDL240W,YOR134W,YDR389W
YJL203W	11	0.361786688	YNL286W,YDL030W,YPL213W,YOR319W,YMR288W,YIR009W,YMR240C,YML049C,YIR005W,YPR094W
YJL204C	2	0.010368255	YLR166C
YJL209W	2	1	YLR067C
YJR005W	3	0.219963991	YJR058C,YOL062C
YJR006W	3	0.269339041	YDL102W,YJR043C
YJR007W	5	0.178603722	YPR041W,YOR361C,YMR229C,YLR192C
YJR009C	3	0.285193869	YGR192C,YJL052W
YJR010C-A	3	1	YIR022W,YML055W
YJR017C	3	0.014257022	YKL012W,YER125W
YJR022W	20	0.535687314	YDR378C,YER146W,YBL026W,YNL147W,YER112W,YLR438C-A,YDR473C,YGR091W,YDL098C,YBR055C,YOR308C,YPR178W,YBR152W,YPR082C,YKL173W,YJL124C,YGR006W,YEL026W,YOR310C
YJR031C	5	0.809169089	YEL022W,YDR170C,YBL060W,YPR095C
YJR032W	13	0.194717108	YKL022C,YLR216C,YOR027W,YHR166C,YBL084C,YBR112C,YOL145C,YPR189W,YOR007C,YBR155W,YML078W,YCR060W
YJR033C	12	0.299944951	YDR202C,YDR328C,YDL132W,YFL009W,YDR054C,YGR140W,YOR057W,YJR090C,YOL133W,YMR168C,YMR094W
YJR035W	2	0.0557573	YKL054C
YJR040W	3	0.086471601	YGL115W,YBR214W
YJR042W	12	0.414349403	YGL100W,YKL057C,YGL092W,YDL116W,YER105C,YBL079W,YDL088C,YMR047C,YKL068W,YKR082W,YMR153W
YJR043C	3	0.29361945	YJR006W,YDL102W
YJR052W	6	0.593973684	YBR114W,YPL046C,YKL112W,YGR003W,YNL230C
YJR053W	2	0.058130528	YMR055C
YJR058C	3	0.208447374	YJR005W,YOL062C
YJR059W	84	0.828378581	YJL141C,YJL164C,YDR490C,YDL159W,YJL095W,YBL016W,YHR030C,YHR205W,YJL187C,YDR122W,YGR040W,YGL158W,YER129W,YJL128C,YDL101C,YDR477W,YAR019C,YGR092W,YDR507C,YIL035C,YGR188C,YBR097W,YHR102W,YBR160W,YCL024W,YGL180W,YIL095W,YBL105C,YHL007C,YHR135C,YDR283C,YDL017W,YDL108W,YBR059C,YDL028C,YOR061W,YHR079C,YLR362W,YOL113W,YPL031C,YNL298W,YKL166C,YPL153C,YNL161W,YPL203W,YKL139W,YLR096W,YPR161C,YPL209C,YOL128C,YNL154C,YPL026C,YKL048C,YLR248W,YNR031C,YOL016C,YOL045W,YPR054W,YKL171W,YOR233W,YMR139W,YPL140C,YKL101W,YOR231W,YNL020C,YMR001C,YLR113W,YNL307C,YCR008W,YOR267C,YJL165C,YPL204W,YMR216C,YHR082C,YER123W,YFL033C,YBR274W,YAL017W,YGR052W,YFL029C,YAR018C,YFR014C,YDR247W
YJR060W	5	0.230014948	YIR017C,YOR032C,YOR344C,YFR034C
YJR063W	35	0.964774597	YDR156W,YJL148W,YPR010C,YNL248C,YOR341W,YOR340C,YNL113W,YPR110C,YOR224C,YOR210W,YPR187W,YBR154C,YHR143W-A,YGL070C,YDR045C,YOR207C,YGL043W,YOR116C,YKL144C,YNL151C,YKR025W,YNR003C,YPR190C,YOR151C,YDR404C,YGR063C,YJL140W,YGR186W,YIL021W,YDL150W,YGR005C,YOL005C,YJL011C,YML010W
YJR064W	5	0.759998728	YJL111W,YDR212W,YJL014W,YLR259C
YJR065C	7	0.3812443	YIL062C,YDL029W,YBR234C,YNR035C,YLR370C,YKL013C
YJR066W	3	0.130621191	YPL180W,YHR186C
YJR068W	10	0.632794802	YOL094C,YNL290W,YBR087W,YER173W,YHR191C,YCL016C,YMR078C,YOR217W,YOR144C
YJR072C	2	1	YOR262W
YJR075W	6	0.931049666	YEL036C,YJL183W,YDR245W,YPL050C,YBR161W
YJR076C	6	0.435155424	YDL225W,YCR002C,YLR314C,YHR107C,YGR059W
YJR082C	17	0.426326072	YOR244W,YNL136W,YEL018W,YHR090C,YDR359C,YFL024C,YNL107W,YPR023C,YGR002C,YJL081C,YFL039C,YDR485C,YBR231C,YAL011W,YDR334W,YDR190C
YJR084W	5	0.353063575	YDR179C,YDL216C,YOL117W,YMR025W
YJR086W	5	0.195832093	YOR212W,YHR005C,YJL157C,YAL041W
YJR089W	2	0.044172625	YBR156C
YJR090C	10	0.460654078	YOL133W,YDL132W,YDR328C,YJL149W,YDR054C,YOR057W,YJL047C,YML088W,YLR368W
YJR091C	28	0.387614107	YPR042C,YGR159C,YDR432W,YDR381W,YCL011C,YER165W,YJL010C,YDL209C,YGL014W,YGL044C,YGL178W,YBR212W,YPL043W,YOR361C,YPR112C,YMR302C,YNL004W,YNL110C,YNL197C,YNL251C,YOL041C,YOL123W,YDL224C,YHL024W,YPL190C,YKL214C,YLL013C
YJR092W	13	0.154763521	YER114C,YIL105C,YOL113W,YNL298W,YBL085W,YLR425W,YPL115C,YNL047C,YNL257C,YGR097W,YDL019C,YAR042W
YJR093C	20	0.779837805	YOR179C,YLR277C,YLR115W,YGR156W,YPR107C,YKR002W,YNL222W,YDR195W,YNL317W,YKL059C,YAL043C,YDR301W,YKL018W,YER133W,YDR228C,YBR050C,YDR028C,YMR061W,YKL193C
YJR094C	14	0.764612008	YDR207C,YKL185W,YNL097C,YMR263W,YPL181W,YPL139C,YOL004W,YNL330C,YMR075W,YIL084C,YBR095C,YAL013W,YMR176W
YJR096W	2	1	YPL088W
YJR101W	30	0.907584493	YDR337W,YDR041W,YER050C,YDR175C,YGR215W,YNL081C,YPR166C,YPL013C,YMR188C,YPL118W,YMR158W,YKL003C,YGR165W,YOR158W,YIL093C,YGR084C,YDR347W,YGL129C,YBL090W,YBR146W,YNL306W,YNL137C,YHL004W,YJR113C,YNR037C,YBR251W,YDL045W-A,YKL155C,Q0140
YJR102C	3	0.592110473	YPL002C,YLR417W
YJR112W	4	0.39903861	YPL233W,YAL034W-A,YIR010W
YJR113C	30	0.907584493	YNL081C,YPR166C,YMR188C,YPL013C,YPL118W,YMR158W,YKL003C,YOR158W,YNL306W,YDR041W,YNL137C,YDR337W,YGR165W,YDR175C,YGR215W,YER050C,YIL093C,YJR101W,YGR084C,YDR347W,YGL129C,YBR146W,YBL090W,YNR037C,YHL004W,YDL045W-A,YBR251W,YKL155C,Q0140
YJR123W	47	0.924148875	YGL189C,YGR214W,YGL123W,YER131W,YGR118W,YBR181C,YJL191W,YHL015W,YBR048W,YER074W,YCR031C,YLR048W,YNL096C,YPL081W,YLR167W,YNL302C,YOR293W,YPR132W,YOR167C,YLR264W,YKL156W,YMR230W,YML026C,YOL121C,YMR143W,YML063W,YPL090C,YOL040C,YKR057W,YML024W,YNL178W,YLR441C,YOR096W,YER102W,YDR025W,YMR116C,YBL072C,YBR189W,YDR447C,YDR064W,YIL069C,YDR450W,YDL083C,YHR021C,YJL136C,YOR119C
YJR125C	5	0.150106856	YDL161W,YLL038C,YLR206W,YDR153C
YJR132W	8	0.693937446	YGL238W,YGR218W,YER110C,YGL241W,YDR395W,YLR347C,YPL125W
YJR135C	3	0.161930498	YPR046W,YLR381W
YJR140C	3	0.16132729	YOR038C,YBR215W
YKL002W	6	0.680603498	YMR077C,YLR025W,YKL041W,YDR486C,YKR035W-A
YKL003C	30	0.917339898	YDR337W,YDR041W,YER050C,YDR175C,YJR113C,YGR215W,YHL004W,YJR101W,YIL093C,YGR084C,YDR347W,YGL129C,YBL090W,YBR146W,YGR165W,YNL081C,YPR166C,YMR188C,YBR251W,YMR158W,YPL013C,YPL118W,YDL045W-A,YOR158W,YNL306W,YNR037C,YNL137C,YKL155C,Q0140
YKL004W	3	1	YDR072C,YJL134W
YKL005C	26	0.393091422	YNL031C,YMR075W,YPR031W,YHR090C,YOR064C,YPL138C,YMR176W,YKR029C,YBL052C,YNL136W,YBR258C,YOR244W,YPR023C,YHR119W,YAR003W,YDR469W,YBR175W,YDR359C,YJR082C,YEL018W,YFL024C,YGR002C,YJL081C,YFL039C,YLR015W
YKL008C	2	1	YHL003C
YKL009W	7	0.159554587	YLR340W,YOL039W,YML073C,YDL081C,YDL130W,YDR382W
YKL010C	2	0.157045083	YDR457W
