Seed	Size	Fitness	Members
YDR409W	4	0.304814432	YOR156C,YER063W,YLR394W
YDR411C	8	0.612388081	YOL013C,YLR207W,YML029W,YBR201W,YJL034W,YDR057W,YBR273C
YDR418W	22	0.820392088	YDL130W,YDL081C,YDR382W,YEL054C,YGR085C,YIL148W,YKR094C,YOL039W,YLR406C,YML073C,YPR102C,YLR448W,YGL030W,YLR340W,YLR075W,YPL131W,YOR063W,YOL127W,YDL075W,YDL191W,YDL136W
YDR421W	15	0.255154192	YDR303C,YDR207C,YDR034C,YGL013C,YHR178W,YKL015W,YOR337W,YAL051W,YBR240C,YKL038W,YLR451W,YMR168C,YOR172W,YOR363C
YDR422C	5	0.165464441	YDR477W,YGL115W,YGL208W,YER027C
YDR423C	6	0.597127605	YML007W,YIL036W,YIR018W,YOR028C,YEL009C
YDR425W	5	0.361051991	YDL113C,YJL036W,YOR357C,YMR004W
YDR427W	30	0.842416645	YER021W,YDL097C,YPR108W,YDL147W,YDR363W-A,YOR117W,YGL048C,YKL145W,YFR004W,YOR259C,YDR394W,YHL030W,YHR027C,YHR200W,YLR421C,YOR261C,YFR010W,YIL075C,YFR052W,YDL007W,YGR232W,YBR080C,YOL072W,YDR159W,YER162C,YPR045C,YMR276W,YER143W,YEL037C
YDR430C	4	0.11712933	YBL045C,YPR122W,YPR191W
YDR432W	33	0.545930393	YHR086W,YIL061C,YPL178W,YKL012W,YGR013W,YLR298C,YLR116W,YOR159C,YPR182W,YLR275W,YMR125W,YFL017W-A,YGR074W,YER029C,YLR147C,YKL214C,YER165W,YBR119W,YDL209C,YDL224C,YDR235W,YDR240C,YIR009W,YPL213W,YMR288W,YML049C,YMR240C,YJL203W,YDL030W,YGR278W,YJL124C,YPR094W
YDR439W	2	0.011317802	YPL204W
YDR443C	24	0.929050337	YBL093C,YBR253W,YBR193C,YDR308C,YDL005C,YGL127C,YNL236W,YHR041C,YOL051W,YHR058C,YPR168W,YOR174W,YGL025C,YPR070W,YLR071C,YNR010W,YER022W,YGL151W,YOL135C,YNL025C,YGR104C,YPL042C,YCR081W
YDR447C	48	0.953653901	YML024W,YBR181C,YBR048W,YCR031C,YDR025W,YBL072C,YMR116C,YBR189W,YNL096C,YPL081W,YLR048W,YJL136C,YNL302C,YLR167W,YLR264W,YHR021C,YOR167C,YOR293W,YGR118W,YPR132W,YKL156W,YMR230W,YIL069C,YDR450W,YML026C,YDR064W,YOL121C,YJL191W,YER074W,YML063W,YGL189C,YKR057W,YMR143W,YOL040C,YHL015W,YPL090C,YER102W,YGL123W,YER131W,YNL178W,YGR214W,YJR123W,YLR441C,YOR096W,YDL083C,YDL060W,YOR119C
YDR448W	31	0.806878677	YDR176W,YGR252W,YPL254W,YER164W,YGL066W,YMR223W,YOL148C,YBR081C,YDR392W,YMR236W,YGL112C,YHR099W,YCL010C,YBR111W-A,YDR167W,YDR145W,YBR198C,YLR055C,YPL047W,YGL252C,YOR023C,YCR042C,YML098W,YMR005W,YML114C,YML015C,YMR227C,YPL011C,YGR274C,YER148W
YDR449C	7	0.1963725	YLR129W,YLR222C,YJL069C,YLR409C,YCR057C,YDR398W
YDR450W	47	0.935263525	YML026C,YBR181C,YBR048W,YCR031C,YDR025W,YBL072C,YBR189W,YDR064W,YDR447C,YLR167W,YMR116C,YLR048W,YJL136C,YNL302C,YIL069C,YPL081W,YOR293W,YHR021C,YOR167C,YLR264W,YGR118W,YPR132W,YKL156W,YMR230W,YMR143W,YER074W,YNL096C,YML024W,YJL191W,YOL121C,YGL189C,YER131W,YML063W,YHL015W,YPL090C,YKR057W,YER102W,YLR441C,YGL123W,YOR096W,YOL040C,YJR123W,YNL178W,YGR214W,YDL083C,YOR119C
YDR451C	3	0.921291945	YCR039C,YDL106C
YDR453C	4	0.531985482	YML028W,YBL064C,YIL010W
YDR456W	2	1	YLR138W
YDR457W	3	0.157045083	YER125W,YKL010C
YDR460W	11	0.679693919	YPR025C,YDL108W,YDR079C-A,YIL143C,YLR005W,YER171W,YPL122C,YPR056W,YDR311W,YGR258C
YDR462W	42	0.939739667	YDR237W,YBL038W,YBR122C,YDR322W,YPR100W,YLR312W-A,YNL185C,YMR286W,YGL068W,YJL063C,YNL177C,YKL138C,YOR150W,YPL183W-A,YKL170W,YMR193W,YGR076C,YNR022C,YMR225C,YKR085C,YHR147C,YML009C,YMR024W,YKL167C,YKR006C,YPL173W,YLR439W,YML025C,YJL096W,YDR405W,YNL252C,YNL005C,YCR071C,YBR282W,YNL284C,YDR115W,YDR116C,YDL202W,YCR003W,YCR046C,YBR268W
YDR463W	9	0.7078761	YDR216W,YER169W,YDR253C,YHL027W,YKL062W,YMR070W,YMR182C,YPL038W
YDR468C	11	0.413969595	YGL212W,YOR106W,YMR183C,YIL004C,YLR026C,YOR036W,YOL018C,YDR164C,YDR189W,YGL095C
YDR469W	7	0.397213983	YHR119W,YPL138C,YLR015W,YBR175W,YBR258C,YAR003W
YDR472W	11	1	YOR115C,YKR068C,YDR108W,YGR166W,YMR218C,YBR254C,YML077W,YDR246W,YDR407C,YEL048C
YDR473C	20	0.542527416	YDL098C,YBR152W,YGR006W,YOR308C,YGR091W,YPR178W,YBR055C,YER146W,YNL147W,YER112W,YJR022W,YLR438C-A,YDR378C,YBL026W,YPR082C,YKL173W,YEL026W,YJL124C,YOR310C
YDR477W	5	0.247990066	YGL115W,YDR422C,YGL208W,YER027C
YDR478W	10	1	YNL282W,YGR030C,YHR062C,YLR145W,YAL033W,YBR257W,YBR167C,YBL018C,YNL221C
YDR484W	4	0.795558959	YKR020W,YJL029C,YDR027C
YDR485C	20	0.535104721	YLR085C,YLR385C,YML041C,YBR231C,YAL011W,YDR334W,YNL107W,YGR002C,YPL235W,YFL039C,YJL081C,YDR190C,YDL002C,YDR359C,YNL059C,YOR141C,YLR052W,YOR189W,YFL013C
YDR486C	6	0.787610756	YMR077C,YKL002W,YKL041W,YLR025W,YKR035W-A
YDR488C	3	0.057147753	YKR054C,YMR299C
YDR489W	4	0.246190225	YDR013W,YJL072C,YOL146W
YDR490C	7	0.122775094	YJL164C,YPL203W,YKL166C,YJL141C,YGR086C,YPL004C
YDR495C	7	0.592168686	YAL002W,YLR148W,YLR396C,YMR231W,YPL045W,YDL077C
YDR497C	5	1	YDL194W,YDL199C,YDR343C,YFL011W
YDR498C	6	0.728995428	YNL258C,YLR440C,YGL145W,YOR075W,YGL098W
YDR501W	10	0.245250751	YDL101C,YDR369C,YHR115C,YIL131C,YNL068C,YLR183C,YDR200C,YNL116W,YLR016C
YDR502C	2	0.165615514	YLR180W
YDR507C	83	0.824288755	YDR490C,YDL159W,YBL016W,YDR122W,YDL101C,YDR477W,YOL113W,YHL007C,YAR019C,YIL035C,YNL298W,YHR205W,YOR061W,YLR362W,YGR188C,YGR092W,YNL161W,YLR096W,YFL033C,YKL139W,YPL204W,YPL209C,YKL166C,YJL164C,YPL203W,YPR161C,YPL031C,YHR079C,YLR248W,YHR082C,YNL154C,YHR102W,YGL180W,YNR031C,YOL016C,YOL045W,YGR052W,YOL128C,YJL141C,YOR267C,YPL026C,YFL029C,YJL165C,YJR059W,YER123W,YFR014C,YPR054W,YKL171W,YOR233W,YMR216C,YGL158W,YNL020C,YHR135C,YNL307C,YIL095W,YER129W,YLR113W,YPL140C,YOR231W,YHR030C,YJL187C,YGR040W,YJL095W,YJL128C,YMR001C,YKL048C,YPL153C,YMR139W,YBR097W,YKL101W,YBR160W,YBL105C,YCL024W,YDR283C,YDL017W,YBR059C,YDL028C,YCR008W,YAR018C,YDR247W,YBR274W,YAL017W
YDR516C	4	0.422878685	YGL253W,YFR053C,YCL040W
YDR517W	2	1	YDL099W
YDR524C	3	0.088471629	YDL226C,YGL181W
YDR529C	10	0.729496984	YGR183C,YHR001W-A,YFR033C,YEL024W,YJL166W,Q0105,YPR191W,YBL045C,YNR018W
YEL002C	9	0.998698979	YGL226C-A,YML019W,YDL232W,YJL002C,YOR103C,YOR085W,YMR149W,YGL022W
YEL009C	7	0.240976659	YDR423C,YNL167C,YIR018W,YIL036W,YOR028C,YML007W
YEL013W	2	1	YNL189W
YEL018W	20	0.559861862	YOR244W,YFL024C,YHR090C,YDR359C,YNL136W,YNL107W,YGR002C,YPR023C,YJR082C,YFL039C,YJL081C,YDR485C,YLR385C,YBR231C,YML041C,YPL235W,YAL011W,YDR334W,YDR190C
YEL019C	7	0.917511951	YER038C,YLR007W,YDR288W,YOL034W,YML023C,YLR383W
YEL022W	6	0.712173721	YJR031C,YDR170C,YNL297C,YPR095C,YBL060W
YEL024W	11	0.719317202	YDR529C,Q0105,YGR183C,YFR033C,YHR001W-A,YJL166W,YPR191W,YBL045C,YNR018W,YML030W
YEL026W	20	0.517345623	YDL098C,YBR152W,YBR055C,YDR473C,YDR378C,YLR197W,YBL026W,YOR310C,YGR091W,YPR178W,YGR006W,YOR308C,YER146W,YNL147W,YJR022W,YER112W,YKL173W,YLR438C-A,YPR082C
YEL027W	16	0.979690794	YPL234C,YLR447C,YPR036W,YHR039C-A,YKL080W,YOR332W,YGR020C,YEL051W,YDL185W,YHR026W,YBR127C,YMR054W,YOR270C,YDR202C,YJR033C
YEL030W	12	0.51144709	YBR169C,YDL229W,YAL005C,YBL075C,YER103W,YHR064C,YJL034W,YLL024C,YLR369W,YNL209W,YPL106C
YEL031W	6	0.367376555	YAL026C,YDR093W,YMR162C,YIL048W,YER166W
YEL032W	7	0.509208653	YBR202W,YPR019W,YGL201C,YLR274W,YBL023C,YDR052C
YEL036C	6	0.991663025	YDR245W,YJL183W,YJR075W,YPL050C,YML115C
YEL037C	15	0.148175156	YLR421C,YKL145W,YFR004W,YHR200W,YHR027C,YER162C,YBL047C,YGL181W,YOR138C,YNR032C-A,YLL039C,YER143W,YBR058C,YDR427W
YEL040W	2	1	YGR189C
YEL048C	11	1	YOR115C,YKR068C,YML077W,YGR166W,YMR218C,YBR254C,YDR108W,YDR246W,YDR472W,YDR407C
YEL051W	16	0.979690794	YEL027W,YHR026W,YPL234C,YLR447C,YPR036W,YDL185W,YKL080W,YGR020C,YOR332W,YHR039C-A,YBR127C,YMR054W,YOR270C,YDR202C,YJR033C
YEL054C	25	0.949669485	YDL130W,YDL081C,YDR382W,YDR418W,YDL075W,YOL039W,YGR085C,YKR094C,YIL148W,YLR406C,YLR448W,YGL030W,YML073C,YPR102C,YLR340W,YOL127W,YLR075W,YPL131W,YOR063W,YDL191W,YDL136W,YER006W,YNR053C,YGL099W
YEL055C	8	0.291849905	YPL126W,YMR093W,YGR128C,YHR196W,YJL109C,YDR324C,YDR398W
YEL056W	2	0.028552489	YLL022C
YEL061C	6	0.158802271	YKL079W,YPL155C,YPR141C,YGL216W,YBL063W
YEL071W	2	1	YML086C
YER006W	3	0.061479373	YGL099W,YNR053C
YER007W	3	0.214735156	YCL029C,YNL148C
YER008C	8	0.679635186	YIL068C,YBR102C,YGL233W,YPR055W,YJL085W,YLR166C,YDR166C
YER009W	2	0.002712828	YNR051C
YER012W	14	0.780295649	YBL041W,YGR253C,YGR135W,YML092C,YOL038W,YOR362C,YMR314W,YGL011C,YFR050C,YOR157C,YER094C,YJL001W,YPR103W
YER016W	4	0.42849679	YPL242C,YOR367W,YDR129C
YER017C	5	0.074274897	YMR089C,YPR024W,YGR231C,YGR132C
YER018C	4	0.467427733	YMR117C,YOL069W,YIL144W
YER020W	2	0.058458775	YHR005C
YER021W	29	0.833382066	YDL097C,YDR427W,YPR108W,YDL147W,YDR363W-A,YDL007W,YGL048C,YOR259C,YDR394W,YFR004W,YLR421C,YOR117W,YKL145W,YHR200W,YHL030W,YHR027C,YFR010W,YIL075C,YOR261C,YFR052W,YGR232W,YBR080C,YOL072W,YDR159W,YER162C,YPR045C,YMR276W,YER143W
YER022W	24	0.923264998	YCR081W,YBL093C,YBR193C,YBR253W,YDR308C,YDL005C,YNL025C,YPL042C,YGL127C,YNL236W,YHR041C,YDR443C,YPR070W,YGL025C,YPR168W,YHR058C,YOL051W,YOR174W,YLR071C,YNR010W,YGL151W,YGR104C,YOL135C
YER027C	4	0.280665867	YGL115W,YGL208W,YDR422C
YER029C	40	0.602805523	YOR159C,YLR275W,YPR182W,YGR074W,YFL017W-A,YLR147C,YBR119W,YDR240C,YDR235W,YHR086W,YIL061C,YKL012W,YLR298C,YGR013W,YPR082C,YKL173W,YLR116W,YMR125W,YPL178W,YDL030W,YNL286W,YIR009W,YPL213W,YOR319W,YIR005W,YMR288W,YML049C,YMR240C,YJL203W,YDL209C,YDR432W,YJL124C,YPR094W,YKL214C,YNL251C,YPL190C,YER165W,YGR278W,YBR212W
YER030W	15	0.366682359	YOL012C,YDR224C,YKL049C,YBL002W,YDL074C,YDR225W,YBL003C,YBR010W,YBR009C,YOR295W,YMR270C,YLR141W,YPL055C,YBL025W
YER031C	23	0.681562675	YFL005W,YLR229C,YIL118W,YNL090W,YNL180C,YNL304W,YPR165W,YNL098C,YOR101W,YKR055W,YGR152C,YLR262C,YML064C,YML001W,YLR293C,YGL210W,YFL038C,YOR089C,YKR014C,YNL093W,YCR027C,YPR032W
YER036C	10	0.148566323	YDR011W,YDR091C,YOR153W,YPL226W,YGR281W,YFL028C,YNL014W,YLR249W,YDR406W
YER038C	7	0.901170595	YDR288W,YEL019C,YLR007W,YML023C,YOL034W,YLR383W
YER040W	4	0.055110764	YKL185W,YJL110C,YKR034W
YER041W	5	0.185716077	YNL085W,YGR258C,YKL113C,YOR033C
YER048W-A	2	0.084953554	YCL017C
YER050C	30	0.907584493	YNL081C,YPR166C,YMR188C,YMR158W,YPL013C,YPL118W,YKL003C,YDR041W,YOR158W,YGR084C,YIL093C,YJR101W,YGL129C,YDR337W,YGR165W,YNL306W,YDR175C,YNL137C,YDR347W,YBR146W,YBL090W,YJR113C,YGR215W,YNR037C,YBR251W,YDL045W-A,YHL004W,YKL155C,Q0140
YER054C	2	0.285268951	YOR178C
YER056C	2	1	YBL042C
YER063W	4	0.105901418	YCR066W,YDR409W,YOR156C
YER068W	9	0.687410633	YDL165W,YIL038C,YPR072W,YCR093W,YGR134W,YNL288W,YNR052C,YAL021C
YER072W	4	0.561031378	YFL004W,YJL012C,YPL019C
YER074W	47	0.95355454	YIL069C,YBR181C,YBR048W,YLR048W,YJL136C,YNL302C,YPL081W,YLR167W,YOR293W,YHR021C,YOR167C,YLR264W,YGR118W,YPR132W,YKL156W,YMR230W,YMR116C,YNL096C,YML063W,YML026C,YOL121C,YMR143W,YML024W,YJL191W,YGL189C,YER131W,YOL040C,YHL015W,YKR057W,YPL090C,YJR123W,YER102W,YGL123W,YLR441C,YOR096W,YNL178W,YCR031C,YGR214W,YDR025W,YBL072C,YBR189W,YDR064W,YDR447C,YDR450W,YDL083C,YOR119C
YER075C	6	0.373934269	YER144C,YHR111W,YDL230W,YMR036C,YOR208W
YER078C	2	0.116060982	YDR101C
YER082C	22	0.289254342	YJL069C,YPL126W,YLR129W,YLR222C,YMR093W,YLR409C,YGR128C,YJL109C,YLL011W,YHR196W,YDR324C,YCR057C,YLR197W,YDR398W,YEL055C,YDR449C,YCL031C,YLR223C,YOR310C,YDL148C,YPR144C
YER083C	3	0.625146523	YGL020C,YDL100C
YER088C	6	0.050360809	YCR033W,YJL176C,YKR099W,YMR213W,YNL216W
YER089C	5	0.662061905	YDL006W,YCR079W,YBL056W,YBR125C
YER093C	8	0.632819894	YNL047C,YJL058C,YOL078W,YKL203C,YIL105C,YMR068W,YNL006W
YER094C	14	0.774283735	YGR253C,YGR135W,YMR314W,YOL038W,YML092C,YGL011C,YOR362C,YBL041W,YJL001W,YFR050C,YPR103W,YOR157C,YER012W
YER095W	3	0.149854271	YER179W,YDR004W
YER098W	12	0.559676394	YDR069C,YBR058C,YER144C,YFR005C,YDL122W,YIL156W,YER151C,YMR304W,YNL186W,YOR124C,YPL072W
YER099C	5	0.524702762	YHL011C,YBL068W,YOL061W,YKL181W
YER100W	10	0.711817208	YDR092W,YBR082C,YDR059C,YDR177W,YGL058W,YGL087C,YGR133W,YDL064W,YMR022W
YER102W	48	0.946668572	YBL072C,YBR181C,YBR048W,YER074W,YCR031C,YMR116C,YLR048W,YNL096C,YJL136C,YNL302C,YIL069C,YML063W,YLR167W,YHR021C,YOR293W,YLR264W,YOR167C,YGR118W,YPR132W,YKL156W,YMR230W,YPL081W,YML026C,YOL121C,YMR143W,YGL189C,YML024W,YER131W,YJL191W,YHL015W,YPL090C,YKR057W,YOL040C,YJR123W,YDR025W,YGL123W,YLR441C,YGR214W,YOR096W,YNL178W,YBR189W,YDR064W,YDR447C,YDR450W,YDL083C,YER126C,YOR119C
YER103W	12	0.51144709	YBR169C,YDL229W,YAL005C,YBL075C,YEL030W,YHR064C,YJL034W,YLL024C,YLR369W,YNL209W,YPL106C
YER105C	12	0.479188084	YGL092W,YGL100W,YJR042W,YKL057C,YKR082W,YBL079W,YMR047C,YKL068W,YDL088C,YDL116W,YMR153W
YER107C	18	0.419694577	YGL100W,YLR208W,YGL092W,YJR042W,YKL057C,YJL061W,YIL115C,YGL172W,YJL041W,YFR002W,YKL068W,YER105C,YMR047C,YDL116W,YKR082W,YBL079W,YDL207W
YER109C	4	0.015980471	YBR103W,YBR198C,YMR164C
YER110C	8	0.242627506	YJR132W,YPL125W,YGL238W,YGL241W,YGR218W,YLR347C,YDR395W
YER111C	8	0.158394461	YLR182W,YOR034C,YIR033W,YKL020C,YKL043W,YMR016C,YDR264C
YER112W	20	0.546872534	YDR378C,YBL026W,YJR022W,YER146W,YNL147W,YLR438C-A,YDR473C,YBR055C,YDL098C,YBR152W,YGR006W,YPR178W,YGR091W,YOR308C,YPR082C,YKL173W,YEL026W,YJL124C,YOR310C
YER114C	26	0.386941533	YBL085W,YDL019C,YLR425W,YPL115C,YKL129C,YMR109W,YLR310C,YHR114W,YHR016C,YHL002W,YFR024C-A,YPR154W,YJL020C,YER118C,YBL007C,YBR200W,YNL257C,YGR097W,YJR092W,YDR162C,YOR359W,YDR388W,YCR088W,YAR014C,YAR042W
YER116C	2	0.284557797	YDL013W
YER118C	18	0.374094816	YER114C,YBL007C,YBL085W,YDR388W,YCR088W,YBR200W,YDR162C,YAR014C,YHR114W,YKL129C,YMR109W,YLR310C,YHL002W,YFR024C-A,YHR016C,YPR154W,YJL020C
YER122C	12	0.545631568	YDR238C,YDL145C,YGL137W,YFR051C,YPL010W,YIL076W,YNL287W,YDL226C,YDL192W,YDL137W,YDR524C
YER123W	84	0.826338246	YDR490C,YDL159W,YBL016W,YDR122W,YDL101C,YDR477W,YAR019C,YDR507C,YBR097W,YBR160W,YCL024W,YBL105C,YDR283C,YDL017W,YDL108W,YBR059C,YDL028C,YCR008W,YNL298W,YOL113W,YHR205W,YGR188C,YLR362W,YLR096W,YHL007C,YNL161W,YGR092W,YFL033C,YPL153C,YKL166C,YPL203W,YIL035C,YJL164C,YOR061W,YKL139W,YPR161C,YJL128C,YJL141C,YGR052W,YJL165C,YJR059W,YKL048C,YKL101W,YFL029C,YER129W,YKL171W,YFR014C,YLR113W,YLR248W,YHR030C,YMR001C,YMR139W,YMR216C,YNL154C,YHR079C,YHR082C,YNL307C,YNR031C,YOL016C,YOL045W,YHR102W,YOL128C,YHR135C,YOR231W,YOR233W,YOR267C,YPL026C,YPL031C,YPL140C,YGL158W,YGR040W,YPL204W,YPL209C,YPR054W,YJL095W,YNL020C,YJL187C,YIL095W,YGL180W,YAR018C,YDR247W,YBR274W,YAL017W
YER125W	6	0.490949346	YMR275C,YML111W,YDR457W,YJR017C,YKL010C
YER126C	3	0.015191466	YBL072C,YER102W
YER127W	2	0.029277324	YDL153C
YER129W	7	0.112592186	YGL115W,YGL208W,YDR477W,YBR050C,YER027C,YDR422C
YER131W	47	0.95355454	YGL189C,YLR048W,YNL096C,YPL081W,YJL136C,YNL302C,YIL069C,YLR167W,YHR021C,YGR118W,YPR132W,YOR293W,YOR167C,YLR264W,YMR230W,YKL156W,YML026C,YML063W,YOL121C,YJL191W,YMR143W,YKR057W,YHL015W,YOL040C,YML024W,YPL090C,YLR441C,YOR096W,YGL123W,YNL178W,YJR123W,YGR214W,YBR181C,YMR116C,YBR048W,YER074W,YCR031C,YER102W,YDR025W,YBL072C,YBR189W,YDR064W,YDR447C,YDR450W,YDL083C,YOR119C
YER133W	22	0.785607564	YOR179C,YPR107C,YLR277C,YLR115W,YNL317W,YKR002W,YJR093C,YKL059C,YNL222W,YGR156W,YKL018W,YDR195W,YAL043C,YDR301W,YBR050C,YDR028C,YKL193C,YOR178C,YBR045C,YDR228C,YMR061W
YER136W	2	0.076102188	YOR370C
YER143W	23	0.391239841	YOR117W,YGL048C,YKL145W,YOR259C,YLR421C,YHR200W,YFR052W,YFR004W,YHR027C,YMR276W,YBL047C,YGL181W,YOR138C,YEL037C,YBR058C,YER162C,YLL039C,YDR427W,YDL007W,YER021W,YDL097C,YDR394W
YER144C	15	0.575576366	YDR069C,YBR058C,YER075C,YFR005C,YHR111W,YDL122W,YER098W,YIL156W,YMR036C,YER151C,YMR304W,YNL186W,YOR124C,YPL072W
YER145C	2	1	YBR207W
YER146W	20	0.496706663	YDR378C,YJR022W,YBL026W,YLR438C-A,YNL147W,YER112W,YDR473C,YBR055C,YDL098C,YBR152W,YGR006W,YGR091W,YOR308C,YPR178W,YPR082C,YKL173W,YEL026W,YJL124C,YOR310C
YER147C	6	0.587210348	YDR180W,YPR007C,YIL026C,YFL008W,YDL003W
YER148W	10	0.355770246	YML098W,YML114C,YGR274C,YMR005W,YPL011C,YML015C,YMR227C,YCR042C,YKL058W
YER149C	3	0.181393833	YLR319C,YLL021W
YER151C	2	0.020049826	YNR051C
YER155C	4	0.192058422	YAL024C,YLR310C,YCR038C
YER157W	9	0.926811729	YPR105C,YGR120C,YNL041C,YNL051W,YML071C,YGL005C,YGL223C,YDL113C
YER159C	2	0.076644308	YDR397C
YER162C	6	0.119566555	YEL037C,YMR276W,YER143W,YLL039C,YBL047C
YER164W	21	0.646980881	YDR392W,YBR081C,YDR176W,YDR448W,YCL010C,YBR111W-A,YDR167W,YDR145W,YBR198C,YMR223W,YOL148C,YGL066W,YGR252W,YHR099W,YMR236W,YGL112C,YPL254W,YLR055C,YPL047W,YGL252C
YER165W	39	0.464977864	YIL061C,YHR086W,YPL178W,YDR432W,YIR005W,YDR381W,YBR119W,YCL011C,YPR112C,YPL043W,YOR361C,YOL123W,YGL044C,YJR091C,YPR042C,YMR302C,YHL024W,YGR159C,YOL041C,YNL197C,YKL214C,YNL110C,YNL004W,YNL251C,YPL190C,YDL209C,YBR212W,YDL224C,YLR116W,YKL012W,YGR013W,YLR298C,YMR125W,YDR235W,YDR240C,YGR278W,YOR250C,YMR061W
YER166W	11	0.869253654	YAL026C,YDR038C,YDR039C,YGL006W,YDR270W,YGL008C,YDR093W,YEL031W,YIL048W,YMR162C
YER169W	11	0.587987072	YDR096W,YDR253C,YJL056C,YNL027W,YMR182C,YHL027W,YKL062W,YMR070W,YDR216W,YDR463W
YER171W	12	0.681805912	YIL143C,YPL122C,YLR005W,YPR056W,YDR311W,YDR079C-A,YDR460W,YDL108W,YPR025C,YGR258C,YPL008W
YER173W	10	0.670447238	YOL094C,YJR068W,YNL290W,YBR087W,YMR078C,YOR217W,YHR191C,YOR144C,YCL016C
YER174C	9	0.242153828	YDR098C,YLR043C,YOL088C,YOR288C,YGR209C,YPL059W,YCL043C,YCL035C
YER177W	2	0.0088462	YDR099W
YER179W	3	0.864190014	YDR004W,YER095W
YFL002C	34	0.53326703	YKR024C,YDL031W,YNR038W,YKL078W,YMR128W,YJL050W,YLR398C,YGL251C,YGL120C,YKR059W,YHR169W,YGL064C,YJL138C,YMR190C,YGL078C,YOR046C,YOR204W,YNL112W,YGL171W,YLR276C,YLL008W,YBR142W,YDL084W,YLR032W,YJR035W,YPL082C,YFR038W,YGL163C,YOR191W,YIR002C,YBR114W,YAL019W,YBR073W
YFL003C	6	0.775011357	YCR092C,YDR097C,YOL090W,YHR120W,YDL154W
YFL004W	4	0.936837121	YER072W,YJL012C,YPL019C
YFL005W	4	0.196361325	YPR032W,YGR009C,YAL030W
YFL008W	7	0.537988997	YJL074C,YPR007C,YDL003W,YIL026C,YDR180W,YER147C
YFL009W	12	0.288939571	YOR057W,YDR054C,YDL132W,YDR328C,YJR090C,YJL149W,YML088W,YLR368W,YOL133W,YDR219C,YJL047C
YFL011W	5	1	YDL194W,YDL199C,YDR343C,YDR497C
YFL013C	9	0.323036352	YLR052W,YNL059C,YOR189W,YOR141C,YGL150C,YDL002C,YPL235W,YDR190C
YFL016C	11	0.450748647	YNL064C,YMR214W,YNL007C,YGR285C,YNL227C,YGL018C,YNL328C,YMR161W,YJL073W,YHR064C
YFL017W-A	51	0.727476329	YPR182W,YOR159C,YLR275W,YGR074W,YLR147C,YER029C,YDR240C,YBR119W,YDR235W,YHR086W,YIL061C,YKL012W,YGR013W,YLR298C,YPR082C,YKL173W,YBL026W,YDR378C,YER112W,YLR116W,YPL178W,YER146W,YMR125W,YDL030W,YGR006W,YPR178W,YNL147W,YJR022W,YLR438C-A,YGR091W,YOR308C,YNL286W,YIR009W,YPL213W,YOR319W,YIR005W,YMR288W,YML049C,YMR240C,YJL203W,YEL026W,YDL209C,YDR432W,YJL124C,YER165W,YKL214C,YNL251C,YPL190C,YPR094W,YGR278W
YFL024C	21	0.620953503	YEL018W,YOR244W,YDR359C,YNL136W,YHR090C,YGR002C,YNL107W,YPR023C,YJR082C,YFL039C,YJL081C,YDR485C,YLR085C,YBR231C,YAL011W,YLR385C,YML041C,YPL235W,YDR334W,YDR190C
YFL027C	10	0.77421289	YGR100W,YMR055C,YPL249C,YMR192W,YNL293W,YOL112W,YOR070C,YJL044C,YDL234C
YFL028C	10	0.950938898	YDR011W,YDR091C,YER036C,YDR406W,YOR153W,YGR281W,YPL226W,YLR249W,YNL014W
YFL029C	84	0.841762005	YDR490C,YDL159W,YBL016W,YDR122W,YER129W,YDL101C,YDR477W,YAR019C,YDR507C,YBR097W,YBR160W,YCL024W,YBL105C,YDR283C,YDL017W,YDL108W,YBR059C,YDL028C,YCR008W,YER123W,YGR188C,YHR205W,YNL298W,YOL113W,YGR092W,YLR096W,YLR362W,YNL161W,YFL033C,YHL007C,YPL153C,YBR274W,YAL017W,YHR030C,YHR079C,YHR082C,YHR102W,YHR135C,YAR018C,YIL035C,YIL095W,YJL095W,YJL128C,YJL141C,YJL164C,YJL165C,YJL187C,YJR059W,YKL048C,YKL101W,YKL139W,YKL166C,YKL171W,YFR014C,YLR113W,YLR248W,YGL158W,YMR001C,YMR139W,YMR216C,YNL020C,YNL154C,YGL180W,YGR040W,YNL307C,YNR031C,YOL016C,YOL045W,YGR052W,YOL128C,YOR061W,YOR231W,YOR233W,YOR267C,YPL026C,YPL031C,YPL140C,YDR247W,YPL203W,YPL204W,YPL209C,YPR054W,YPR161C
YFL031W	2	0.064179555	YIR017C
